,U04.ctl.rep1,U04.ctl.rep2,U04.ctl.rep3,U04mrr1.ctl.rep1,U04mrr1.ctl.rep2,U04mrr1.ctl.rep3,U04.anc.ctl.rep1,U04.anc.ctl.rep2,U04.anc.ctl.rep3,U04.L1Q1.ctl.rep1,U04.L1Q1.ctl.rep2,U04.L1Q1.ctl.rep3,U04.Y813C.ctl.rep1,U04.Y813C.ctl.rep2,U04.Y813C.ctl.rep3,U04.Y8P1.ctl.rep1,U04.Y8P1.ctl.rep2,U04.Y8P1.ctl.rep3,U04.dia.rep1,U04.dia.rep2,U04.dia.rep3,U04mrr1.dia.rep1,U04mrr1.dia.rep2,U04mrr1.dia.rep3,U04.anc.dia.rep1,U04.anc.dia.rep2,U04.anc.dia.rep3,U04.L1Q1.dia.rep1,U04.L1Q1.dia.rep2,U04.L1Q1.dia.rep3,U04.Y813C.dia.rep1,U04.Y813C.dia.rep2,U04.Y813C.dia.rep3,U04.Y8P1.dia.rep1,U04.Y8P1.dia.rep2,U04.Y8P1.dia.rep3,U04.H2O2.rep1,U04.H2O2.rep2,U04.H2O2.rep3,U04mrr1.H2O2.rep1,U04mrr1.H2O2.rep2,U04mrr1.H2O2.rep3,U04.anc.H2O2.rep1,U04.anc.H2O2.rep2,U04.anc.H2O2.rep3,U04.L1Q1.H2O2.rep1,U04.L1Q1.H2O2.rep2,U04.L1Q1.H2O2.rep3,U04.Y813C.H2O2.rep1,U04.Y813C.H2O2.rep2,U04.Y813C.H2O2.rep3,U04.Y8P1.H2O2.rep1,U04.Y8P1.H2O2.rep2,U04.Y8P1.H2O2.rep3
CLUG_00657,53.99431087,48.41959601,43.42663599,49.86160536,55.65870656,53.70805644,53.18491777,52.9644985,53.81720184,52.26391948,47.6451386,51.4751386,49.09004205,51.88707772,42.37793029,48.13550834,59.00249076,53.16023403,42.86695914,46.67683278,50.90589257,55.76488038,45.93957421,47.93837876,54.72545969,49.43312668,55.23473763,50.24233824,48.79085682,53.64615521,46.3897893,37.98634471,55.71701599,54.1300788,50.45925271,51.6689731,62.20399776,51.25713601,48.32988131,55.80468556,53.7629395,61.87812657,54.27182805,72.92578686,59.57287542,61.4512922,63.04855534,55.16271764,57.2455266,58.23448667,57.0312192,59.62593882,58.48499701,57.6052588
CLUG_00658,56.29639389,52.54422827,57.60676203,58.47406447,61.80035693,53.48427287,50.21585682,44.88272217,50.4344063,50.2766982,51.03491131,52.38459334,53.05839875,51.65176217,56.711642,52.66393596,54.70022581,48.69639758,58.31294846,62.96796265,62.67445913,64.12961244,57.06178691,63.91783835,55.12011445,57.97306883,48.72234499,60.06243162,58.94386749,51.80685846,52.22592408,59.93949197,54.76186714,57.01701634,67.13999741,54.51076662,67.64141016,70.83171158,68.08209368,69.41558448,72.32167662,62.68000294,65.85167825,69.29346797,57.79836424,68.67313209,66.42615652,65.50572719,58.37537252,66.7099284,73.84389076,81.55448657,65.1354649,63.65869278
CLUG_00659,919.7868072,928.9389161,903.8057834,838.1282574,933.1470044,903.6380495,1039.558599,1028.694674,1024.218233,1016.066237,960.4356003,1010.404222,984.0054837,1016.916129,995.8813617,932.1852104,952.4907298,925.840259,838.595735,865.0773009,855.5474203,857.9078317,804.6679104,730.7098493,1000.581362,1021.672695,1044.394821,962.8259001,901.0796969,915.9697814,1078.338134,966.925138,956.5815688,1012.1603,952.8875409,992.3026284,611.1651529,628.2026158,603.4931267,505.5087858,474.3000961,540.0637354,609.4070563,719.1991394,547.8169523,552.1424865,477.5928067,517.9616943,618.0257181,557.7387456,684.7042906,547.4745292,584.8499701,611.3968316
CLUG_00660,22.39298939,25.10645719,22.86545324,21.00231256,20.72807003,17.67890191,19.87979936,18.90558393,18.60537549,23.05176677,23.91672965,22.73636864,21.75247372,22.23731902,19.81791446,20.29406449,21.20402012,17.65244412,22.21445656,22.33166117,21.62131996,20.38903439,19.18178713,20.32475123,24.0739402,25.12713748,21.22557603,27.1765375,19.74196519,25.7501545,26.48707324,24.91312218,25.31144441,22.51811278,21.89347742,21.95931357,30.66700589,29.66456297,24.58520049,29.12732368,19.51537306,25.1254596,24.41534681,28.4997328,20.5336294,23.24119384,24.5439019,22.10564788,24.47999493,27.61353593,22.74655563,19.2182778,22.88543361,20.69883876
CLUG_00661,32.85700312,40.52899518,39.34984976,37.77394345,32.43559106,36.14104631,31.62695353,30.73961357,33.36666514,35.17381653,27.49482307,35.65062602,35.71521024,32.59120301,30.28775606,28.34460247,28.11837451,35.10198659,39.56950074,39.17193025,36.94782525,33.63319348,35.62331895,36.72472291,35.38737658,36.13052448,32.07956378,33.79939118,34.68945312,34.64008879,35.61538662,34.53304064,37.40999645,32.62239416,38.78273142,34.10152225,47.84922905,44.79954407,38.24364521,45.18818441,39.98738204,33.81245361,32.36777405,17.32336699,34.22271567,31.90740172,35.12705226,34.47669852,40.67445311,40.73680054,40.21854764,34.74073295,30.90511548,35.34424354
CLUG_00662,11.71969538,9.683919203,12.76211343,7.856980238,10.17210844,10.07026058,7.87446598,8.947680946,11.07096724,9.141217855,7.156186826,8.912656506,11.46414156,10.70685731,10.59448257,9.895452935,10.9093147,7.507361294,14.925338,14.09457304,10.94750378,13.9412201,10.96102122,8.830753982,7.761543562,10.83915735,10.61278802,9.820093383,9.870982595,11.0357805,8.829024415,13.56655168,10.82502025,12.12513765,11.46801198,9.817104889,9.787342306,9.888187656,11.13688569,17.69416859,10.52299527,8.686994011,8.510492316,4.191137176,8.619054316,7.615758434,8.556589653,10.14020545,9.791997971,9.29564576,12.52708861,9.609138901,8.215283861,5.858161912
CLUG_00663,216.1865237,180.58716,168.7434999,183.5813652,174.0774029,155.6414719,168.0746673,167.4082242,174.5214974,158.5802576,175.8915393,174.7972021,164.1723862,161.0734907,164.1521594,151.2830262,146.2770084,139.3934381,156.3689481,157.4199066,190.6234095,167.8174369,149.5857013,158.3928889,158.6512125,176.3826513,168.8398094,176.3049324,199.9579046,174.7331912,183.9130679,190.4250527,154.2565385,180.0005554,180.3605521,192.9836145,81.34368938,108.7700642,111.7891168,119.5036925,113.4570218,106.114973,102.9630054,258.4534592,90.24656872,101.2370647,92.32109889,86.19174631,88.88121235,102.7989061,129.556469,128.8610165,102.2998443,112.6719808
CLUG_00664,47.29734208,53.26155562,55.6569947,59.83392643,59.88109119,53.2604893,61.05938375,51.23268929,52.2795675,54.25114075,49.90498707,60.0240132,45.85656623,47.18076681,48.73461983,46.45831293,46.71030519,47.07318433,57.09809537,49.78862163,53.64276851,50.88545335,57.70655287,55.08708436,53.27839225,58.79421711,49.20474444,55.72332059,53.02127794,55.1789025,50.28054582,49.33291521,42.0265492,58.17179136,56.50602267,59.67766393,28.49204093,28.45376448,29.83844846,31.84950347,27.5511149,30.60494813,24.55486308,12.57341153,26.61766774,24.94817418,20.26560707,23.93088486,22.03199544,26.24652921,31.97704198,28.8274167,25.42825957,35.34424354
CLUG_00665,60.69127965,57.56551971,59.37927779,55.75434054,56.0425597,58.40751137,67.38477445,67.9735117,65.04193251,64.98213562,62.52247437,65.66263263,56.1448984,67.65321924,58.70589754,54.67657045,57.15866293,55.59505391,51.89158211,58.02570977,57.88492623,58.90165491,65.44374431,54.94691367,59.72441995,60.10805437,63.19432864,62.57454853,59.50792364,67.13433137,60.45637057,57.47284621,57.62731368,62.64654454,64.4293764,53.99407689,34.58194281,30.06816246,34.6714366,37.02164506,33.09960332,34.48068392,34.7395506,34.0879157,34.47621726,33.61438206,29.94806379,30.21781223,41.42768372,28.98054266,44.83379082,31.53768665,36.77317538,39.835501
CLUG_00666,1054.144744,1025.598776,997.3946153,1064.318631,1080.546613,1085.126524,1130.308592,1118.460118,1150.611775,1113.837523,1078.324362,1097.711878,1066.900046,1077.156908,1058.077206,1057.807147,1050.059953,1041.0884,1043.905908,967.4002402,1005.665066,1013.526701,1048.067058,1005.023906,1115.952102,1120.538948,1062.726,1058.286343,999.7895228,1021.729345,1024.915055,1022.917997,1065.150154,1009.273363,1025.65729,985.5856619,689.6813878,662.9121724,716.9632828,621.4736446,643.0506749,667.1611401,740.1337989,616.376574,634.0074954,666.5101692,572.6159865,658.0993336,824.2225985,736.2698245,844.5895005,691.3652245,717.8593278,765.2712178
CLUG_00667,116.1505524,131.6295684,123.189845,128.8846951,130.1262174,117.3744817,121.4733195,118.6289313,123.1645105,118.0409436,116.9471584,130.9614834,127.2813665,121.4228213,125.5134582,121.4289479,116.6221107,130.0599619,140.7494083,134.9051991,135.3385155,132.2673257,132.660595,139.4698446,131.4200342,125.6356874,117.4642674,142.0487927,122.6822122,126.2983768,117.770207,127.2789212,123.2142011,124.1383141,125.9396225,117.5469138,162.2523858,151.9552103,146.4605534,139.6478229,148.0872426,145.005977,129.6106125,123.219433,146.777425,137.214958,137.1306079,155.5507516,150.8344303,150.0973389,141.094577,144.1370835,139.4642236,136.4951726
CLUG_00668,56.29639389,63.48347033,56.18874943,59.07844756,58.53760517,62.54750739,58.21941241,59.31446563,59.50644889,54.84730713,60.2626259,60.20590415,54.96908901,52.94599767,53.09705383,63.90114522,49.9370039,52.95733237,56.23034316,55.64610653,59.93758319,61.16710317,57.70655287,64.33835044,61.03993581,56.98769089,64.88272674,58.00706324,60.91806401,56.40510033,59.4088592,56.97951706,55.71701599,60.04830075,54.21242027,61.48607799,55.4616064,55.69673047,50.01092066,60.4323912,58.54611917,54.52759318,50.08634002,55.88182901,52.72833229,53.96683994,51.78988474,59.42160392,47.45352863,54.13346649,48.13039308,59.37955065,50.07411115,56.43362642
CLUG_00669,33.69412422,33.89371721,26.41048475,51.07037155,44.1431121,48.11346722,56.41215792,58.44856102,55.81612648,60.80897095,59.13270167,58.93266751,43.2109951,45.0629269,34.65019006,67.59097513,62.22918948,76.08812122,27.42096981,30.93484212,32.56882374,40.95233403,45.93957421,47.09735457,54.46235652,45.65584457,53.30513981,46.58835,51.32910949,51.19375954,34.11894181,40.45299047,44.09603837,50.81010064,43.57844553,51.15228337,42.62931315,46.61574181,40.55507432,44.37153047,53.38028512,49.84998102,60.55006008,67.05819481,48.67230673,57.5121068,56.29335298,49.68700669,45.00552914,45.11122207,43.84481014,57.16205705,52.03013112,57.40998674
CLUG_00670,146.0776317,132.7055594,144.9917887,159.4060414,142.6014447,141.6549988,151.8093769,149.5128623,152.3795629,145.265875,151.4098476,144.7851955,143.0078171,141.8952738,145.7052956,150.1089894,145.6623991,140.2050447,137.4519499,140.3965911,143.1386119,141.8519145,140.0754035,145.4971847,129.0521057,128.5918212,136.5190458,128.1179625,133.117251,122.6197833,134.2311,126.5389275,139.7701144,123.7052734,127.8162063,113.6717408,99.83089152,106.7520667,108.0067782,92.28189467,124.7453258,127.2310508,130.0291613,144.7339371,116.3572333,115.8120507,114.6132667,114.9899298,119.0104369,115.6487693,122.3039441,115.3096668,114.8183721,105.4469144
CLUG_00671,252.8105718,247.8365989,225.2867524,240.8466635,251.8076655,246.2738171,267.6027537,276.6565222,269.5472995,257.7425991,277.961362,270.1080594,249.1246146,260.258993,241.5542026,249.9021165,239.3903141,252.6125625,232.7311425,227.8927718,236.4660816,232.4698451,242.9155731,240.6730887,257.578005,257.6763314,269.1788961,241.1632235,245.3644245,245.8526656,239.7304595,254.804507,244.9956789,242.3584062,216.2241532,231.7353444,138.1102748,126.528442,137.8452267,121.1370004,145.0260076,145.9414994,149.9799875,171.5572151,138.9188754,137.4775704,126.0971107,131.0114544,164.3925813,157.7525766,168.4563758,161.1378677,145.1366815,159.7325481
CLUG_00672,43.73957741,52.90289194,49.80769271,46.38640256,43.56733237,46.21130689,44.40682454,46.90316625,43.20752491,44.11631226,45.19696943,39.6522269,34.98032937,46.3571624,41.25616154,39.24637266,30.11585466,36.52229819,44.42891311,45.21246156,47.62164143,49.66559659,47.22910612,45.2751355,45.3852971,47.4623708,47.51634635,44.76135589,51.89316564,44.143122,43.69618863,45.13961741,38.04676235,43.5927568,42.32738967,45.72704119,28.49204093,29.26096347,30.67896814,42.7382226,33.09960332,35.14891423,34.7395506,35.76437057,28.89918212,31.51348318,31.52427767,30.82622456,29.75260922,30.89435209,28.35077949,31.29129847,34.81715541,32.21989052
CLUG_00673,379.6344183,315.982697,324.01588,308.5375701,311.4968301,310.1640259,409.6013206,419.2421476,423.4644968,409.1688601,377.0180533,400.5238699,469.5888753,446.0406159,435.4955542,458.0420672,432.6849323,474.5869748,280.9781654,274.752651,300.5089787,282.4839722,278.7000835,278.3790065,314.40829,294.7922339,334.3028225,279.5301,269.6188389,281.4124027,335.6525722,377.3968013,379.1940917,243.3688343,245.4154564,270.745419,278.3955145,285.3448438,330.954622,265.1403109,270.7279693,316.7411663,419.1068675,412.128489,370.6193356,408.756138,386.1724015,466.6522547,614.6361803,688.424589,576.9053965,606.1149153,719.8153478,651.8181488
CLUG_00674,196.0956174,213.584218,229.0090355,235.8605029,208.0484066,218.86033,214.6760152,194.6842193,205.8892379,197.3310724,206.211173,212.9943014,194.3025018,198.3710046,207.7764994,209.9848657,202.0528004,216.6989692,218.5000063,226.0623078,214.4342303,216.437442,225.8292753,222.7312393,209.6932278,205.2870709,200.9193731,215.8136802,204.4703537,217.0370165,209.3526298,214.8448457,189.9154288,195.0126306,213.9305508,213.6512038,165.0798402,184.4449697,162.850687,201.713522,180.6128644,176.6800936,172.1630741,108.1313391,179.4791311,176.2128934,150.6410126,170.7610597,196.4048824,166.5014196,179.005503,184.5447445,170.3693391,168.3245189
CLUG_00675,11.92897566,13.80855146,14.71188077,13.59861964,13.62678678,14.76971552,17.03982802,18.18399676,17.52903146,16.29521444,16.57222212,14.73316688,14.10971269,12.4717239,13.087302,15.4301978,15.51888429,13.59441099,15.27243888,11.34887699,11.76856656,12.37283284,12.73412759,14.43758191,14.99688078,15.76604705,14.95438311,15.52945,11.84517911,12.26197833,11.52262508,14.30654541,12.25774352,15.44511582,10.84248405,14.2089676,14.35476871,17.35477833,13.02805496,20.1441304,17.02811963,16.43846559,15.20727315,14.2498664,16.47760384,15.75674159,17.33835272,18.45517391,15.62953522,18.31789017,18.13131246,20.20383051,18.97339368,21.47992701
CLUG_00676,85.59563234,75.85736709,79.58595739,103.8027966,99.03411235,107.9755718,108.0480004,122.2368671,124.7021448,114.8613896,109.7909716,123.5039544,90.09639455,94.36153362,89.11829457,135.8528284,136.4432599,148.9298159,72.02343337,67.72716913,71.56930595,97.76280592,96.55370159,94.75539193,82.48284429,79.81561318,86.3495025,72.39464192,80.09597305,73.87841945,87.09308829,74.73936654,78.32220533,96.56806059,93.41217031,92.48746185,67.64141016,75.06950628,71.86443222,85.47644521,86.67121563,90.7456759,102.9630054,94.71970017,85.68353997,103.2066574,83.76450924,102.0104668,135.9581257,105.8063209,132.8530713,142.9051426,136.5301937,149.7736729
CLUG_00677,23.85795131,26.89977556,25.34697529,20.39792947,18.42495114,19.69295403,17.81436566,18.90558393,20.60430013,16.69265869,20.15031554,21.64502294,23.07525929,18.11929698,19.56863251,19.79090587,22.12593404,22.31918223,19.95830081,23.24689319,22.03185135,21.4346259,20.31012755,20.04440983,19.4696347,22.99215194,20.98437631,23.294175,22.28021786,18.69951696,23.49418361,18.74650778,23.08276377,21.07464401,25.43813567,26.09283142,31.97198486,32.08615994,32.57013741,43.82709452,26.97713334,23.92264505,26.92663962,29.05855109,29.65968691,32.6952388,38.50465344,31.23183278,29.94091687,36.63578035,29.01009994,32.52323936,36.77317538,29.29080956
CLUG_00678,13.39393758,18.47117922,14.35737761,11.33218304,11.70752103,10.85350307,10.3271685,10.8238076,11.53225754,8.743773601,10.73428024,9.094547455,11.90507008,13.17767053,15.08155754,9.392294311,9.680096141,10.95668946,14.40468667,12.81324821,12.86331694,9.236058314,12.73412759,13.03587493,9.734817349,10.01800906,12.30118611,10.73359044,8.17881415,9.196483749,11.67226957,12.08656423,13.05370089,12.12513765,15.42968885,9.300415158,18.48720213,16.74937909,19.54208244,26.67736188,15.49750213,16.03752741,14.78872435,16.20573041,13.94258786,14.57498597,18.46421978,17.84676159,19.58399594,17.77108748,17.47199201,21.18938322,21.90742363,19.9177505
CLUG_00679,3.557764669,1.793318371,1.94976733,3.324107024,0.575779723,2.237835685,0.903627244,1.443174346,0.768817169,0.596166382,1.129924236,1.273236644,2.351618781,2.470813225,2.243537486,1.34175633,1.690175517,0.60870497,3.471008837,2.928742449,3.284251133,1.219856758,0.967148931,1.541877679,1.052412686,0.98537794,0.723599183,0.685122794,0.846084222,1.83929675,2.843245151,2.219981184,2.069489165,0.866081261,1.66807447,0.775034596,6.742391366,9.888187656,7.774806994,13.61089892,6.696451539,5.345842469,5.720166966,5.029364611,7.858549523,5.120941016,12.83488448,9.126184903,10.16861328,11.20945518,9.230486344,7.638033486,6.454865891,6.834522231
CLUG_00680,177.6789532,179.8698326,185.0506448,176.6309596,178.6836407,162.0193036,184.9854057,171.8820646,168.8322503,171.695918,171.3718424,160.0640352,181.2216223,168.3682726,171.1320538,169.8998953,177.1611246,178.5534578,202.8804665,206.6593891,192.4023789,179.3189435,204.0684244,195.6782946,190.7497994,205.7797599,184.0353922,199.8274816,201.9321011,203.8553898,201.2718278,210.8982125,187.6867481,191.8369993,208.3007994,206.4175475,220.9764396,213.7059332,220.8465446,187.2859691,208.5466336,175.8782172,202.2985878,98.6314282,205.8432972,204.3124159,158.7472554,183.7405227,202.2424196,195.208561,181.3131246,186.7622381,199.3184346,194.6862475
CLUG_00681,266.8323502,211.6115678,219.4374505,230.5721508,197.3005184,197.4889992,210.5451478,208.9716453,225.2634306,198.9208494,193.9703271,207.173791,195.9192397,181.3106276,201.5444508,185.3300931,164.4079821,172.8722114,185.3518719,183.0464031,211.6973543,191.5175111,182.6299564,186.4270285,180.8834305,194.9406026,218.768153,195.7167449,245.9284806,194.9654555,216.3859204,237.2913221,200.4220661,215.0768465,207.8837808,223.4683087,90.4785422,107.7610655,133.0122386,124.4036161,124.5539986,119.212287,123.611413,291.4237383,109.5126901,122.2460535,97.72526078,83.96090111,95.28367257,107.1733276,140.7649168,145.3690244,106.0162822,114.2341573
CLUG_00682,55.24999251,59.89683359,55.30249155,54.2433828,63.5276961,59.19075386,56.02488911,58.30424358,60.73655636,56.23836202,62.14583296,63.11615934,57.90861248,63.88817052,58.83053852,54.00569229,62.69014644,59.45018538,64.56076437,57.47657056,49.94798599,55.93914564,60.44680817,58.17083972,55.64632079,48.77620805,61.0235311,58.00706324,63.73834475,55.79200141,59.85779264,59.93949197,60.01518579,56.58397571,54.8379482,52.18566283,80.4737034,72.64790931,71.44417238,64.78787885,87.43652438,92.48307471,83.98879302,74.88165087,89.73956553,84.16726132,75.433093,87.00296274,84.55013633,81.20019973,80.43709529,74.16284126,90.36812247,81.42845058
CLUG_00683,56.92423471,69.22208912,64.16507033,61.1937884,57.96182545,62.09994025,76.6792261,81.97230286,79.64945872,82.07223857,81.73118638,86.94387367,75.10482482,81.77215195,86.50083417,94.76154082,91.11582558,92.92895872,59.701352,68.45935474,79.23255859,70.57742674,73.01974427,70.78620255,82.74594746,87.6986367,81.04310849,71.93789339,84.89045031,82.46180429,77.36619699,88.05925364,74.02403553,82.71076041,84.86328866,92.48746185,120.0580656,124.9140441,102.7535303,117.0537307,125.3193074,128.3002192,137.702556,165.689623,137.6513675,142.2045928,158.2969086,138.5152064,105.6405935,111.0009464,101.5353498,114.8168905,132.8137557,119.3112309
CLUG_00684,75.75945943,67.07010707,72.14139122,69.05076863,66.21466814,68.81344731,75.64650925,82.83820747,81.49461993,75.31568624,80.22462073,79.66823571,76.86853891,81.06620532,86.3761932,86.71100284,96.34000445,85.62449908,69.42017674,81.82174217,78.68518341,79.46495455,79.14502083,71.20671465,72.35337219,70.45452274,80.56070904,78.56074706,76.14758002,78.17011187,77.06690803,76.46601857,81.98360924,92.95938867,88.1994376,79.57021857,118.5355901,127.5374408,127.1286008,132.8423734,134.3116851,140.5956569,164.3501631,134.6752079,148.2984346,146.5376968,162.8003768,144.1937215,97.35505675,122.483803,105.1616123,115.0632786,140.4422336,113.6483411
CLUG_00685,22.81154994,21.51982045,23.04270481,21.00231256,22.64733577,23.49727469,19.10526172,22.80215467,24.75591285,24.84026591,22.78680542,20.91745915,24.6919972,25.64939443,25.80068109,23.64845532,28.11837451,23.13078885,18.39634684,20.13510434,20.11603819,19.69197339,22.4056169,23.82901868,20.91670214,26.27674508,25.80837086,21.46718088,24.25441438,24.52395667,19.90271605,16.27986202,17.19267922,28.0032941,28.14875668,26.60952115,30.44950939,28.85736398,27.10675952,33.48281134,28.12509646,30.73859419,24.97341188,18.99982186,32.44820448,23.24119384,25.44459555,30.01500813,22.78522605,28.43373997,25.38383745,19.71105416,26.79747355,21.67519907
CLUG_00686,49.80870537,48.95759153,59.55652936,64.21570387,53.54751424,62.09994025,79.39010783,89.47680946,86.87634011,91.61090068,79.09469649,83.66983659,83.18851438,76.12457887,82.26304114,112.8752513,104.1762728,109.1610912,44.25536267,48.32425041,42.55842094,54.54502363,52.06485077,58.45118112,64.59182862,57.97306883,61.98833001,64.62991692,48.79085682,54.25925412,49.83161237,48.3462569,45.05118721,90.93853239,85.69732589,82.41201209,105.4858004,90.20448739,99.39145157,99.08734412,119.0055102,107.3177876,132.4009378,93.0432453,125.4832908,121.4582164,117.3153476,135.4731448,81.53721388,88.85543741,73.51423053,111.1210678,150.2223335,123.8024884
CLUG_00687,170.3541436,173.5932183,185.5823995,184.1857483,180.9867596,178.1317205,178.9181942,177.7990794,178.2118198,177.8563039,179.4696328,171.523165,193.1266924,184.8403607,196.9327349,200.4248518,188.8387009,189.9159506,170.4265339,165.290902,172.5600283,165.5519886,166.3496161,173.2509829,155.4939744,152.4051215,161.8450173,163.7443478,156.2435531,155.4205754,177.1790662,170.445222,170.6532604,180.433596,183.9052103,183.9415442,216.1915167,214.3113325,231.3530406,200.3524321,224.2354629,221.0505861,198.1130998,169.3219419,193.6752205,206.0193963,187.7946256,201.9928925,210.3396487,173.0630519,199.7740973,233.3296036,225.3335002,227.4919543
CLUG_00688,30.97348065,34.61104456,33.32329619,33.54326179,32.81944421,30.88213245,34.33783526,35.35777148,36.59569725,33.98148377,35.0276513,30.7395704,30.8649965,29.88507424,27.9195776,28.8477611,26.42819899,27.39172364,34.88363881,32.76530615,35.98991867,30.67068421,34.17259555,31.11789498,31.30927742,27.91904165,32.80316296,33.57101691,34.40742504,31.26804475,27.23529565,28.11976167,29.76880568,27.13721284,29.19130322,26.60952115,15.65974769,17.15297859,14.49896439,16.60529668,16.26281088,17.24034196,19.53227745,18.72041272,13.18208307,16.15066013,17.33835272,13.99348352,19.96061125,21.05190363,25.38383745,17.73994874,18.77779168,16.01230923
CLUG_00689,345.7310138,330.6879076,307.708735,342.3830235,332.6087533,339.3677816,348.9292056,347.0834302,347.9666508,354.7189972,361.3874347,353.0503322,335.1056763,338.8543851,332.9160347,339.4643515,335.2693616,343.309603,311.3494927,321.4294838,326.646144,347.4849109,343.0154874,337.5310411,317.9601829,330.1016101,338.4032179,332.0561809,321.7940326,326.7817226,316.4980786,307.3440617,317.4277996,330.410001,325.2745216,337.1400495,229.6762994,235.0967065,244.5912254,236.5574232,277.8070753,279.0529769,273.4518842,277.7326902,268.965195,268.3898317,235.7565623,262.428517,261.3710228,250.9824355,274.2773085,265.8528429,270.7131634,281.97286
CLUG_00690,359.1249513,322.2593113,296.0101311,288.8951195,332.8006799,338.3607555,348.9292056,344.0527641,345.5064358,340.6097262,341.0487985,325.4029079,348.4805081,328.2651855,338.1509555,334.0973262,342.6446729,337.4254549,305.7958785,276.4000686,300.3721349,292.2428263,287.0820409,271.650813,272.8379889,271.3073929,263.872502,250.2981941,234.6473577,263.3259847,259.7828201,262.2044443,312.0152895,263.0000096,255.6324125,251.3695541,230.1112924,217.3383287,225.8896627,206.6134456,236.6717301,255.2639779,243.8744355,236.1007276,209.6458212,211.7968682,205.3581517,223.8957363,250.8257942,218.9944781,264.717162,209.9227268,247.4365258,246.8238886
CLUG_00691,117.6155144,111.185739,134.1794426,129.0357908,117.6509901,111.6680007,114.8897495,110.1142026,115.4763388,123.8038853,114.1223478,120.9574812,125.958581,118.0107459,119.0321277,103.482957,122.4608988,127.2193387,111.5929341,93.90280477,104.6855049,98.63413218,106.7087654,102.4647803,101.2947211,91.14745949,95.9974916,95.46044265,89.12087143,91.04518912,92.18100067,96.93917838,98.69871403,91.22722615,81.31863041,98.68773862,143.5476871,144.2868199,137.2148369,123.3147442,141.0081367,137.3881514,125.8436733,110.9254306,150.5799489,133.4070788,125.8719373,145.0049379,137.6528946,133.4198568,137.1386543,137.9773791,133.2049597,128.2937459
CLUG_00692,5.650567416,1.972650208,4.076786236,2.719723929,2.878898615,3.244861743,2.581792125,2.742031258,2.613978375,3.378276164,2.636489883,3.637818982,3.08649965,2.70612877,2.991383314,4.528427614,2.919394074,2.231918223,3.471008837,3.111788852,3.010563539,2.439713517,3.546212746,4.48546234,2.236376958,3.448822792,5.065194281,3.653988236,2.820280741,3.6785935,3.890756522,2.713310336,3.024638011,4.330406304,2.710621014,4.133517848,3.914936922,3.026996221,5.253247969,9.527629243,3.443889363,3.073859419,3.487906687,5.029364611,3.295520768,2.757429778,8.10624283,2.433649307,1.883076533,2.460612113,1.97796136,4.188599008,4.10764193,3.319625084
CLUG_00693,1.255681648,1.434654697,1.772515755,0.453287321,0.959632872,0.447567137,1.161806456,0.288634869,1.230107471,0.794888509,1.129924236,2.364582338,1.763714086,1.058919953,0.997127771,1.174036789,1.690175517,2.029016566,0.694201767,0.549139209,0.821062783,0.697061005,0.644765954,0.560682793,0.526206343,0.328459313,0.241199728,1.141871324,1.410140371,1.83929675,1.197155853,1.726652032,1.11434032,1.010428138,1.042546544,1.808414058,2.174964957,1.614397985,2.941818863,2.449961805,2.295926242,1.737398802,3.487906687,1.397045725,2.02801278,3.282654498,4.053121415,4.056082179,2.824614799,5.468026918,1.97796136,4.434987185,3.716437937,3.12435302
CLUG_00694,1.046401373,0.896659185,0.709006302,0.755478869,0.575779723,0.335675353,0.387268819,0.432952304,0.615053735,0.198722127,0.376641412,0.545672847,0.587904695,0.47063109,0.498563886,1.006317248,0.614609279,1.420311596,0.694201767,0.183046403,0.684218986,0.522795754,0.483574465,0.841024189,0.394654757,0.328459313,0,0.228374265,0.846084222,0.613098917,0.299288963,0.739993728,0.636765897,0.288693754,0.625527926,0.516689731,1.52247547,0.807198992,0.630389756,0.544435957,0.956635934,0.534584247,0.697581337,0.55881829,0.507003195,1.313061799,1.801387295,1.216824654,0.941538266,3.280816151,0.329660227,0.492776354,1.76041797,1.56217651
CLUG_00695,250.5084888,123.5596358,84.54900151,93.67937977,135.5001615,131.8085218,128.4441582,115.1653128,129.3150478,114.6626674,114.8756306,112.7723884,142.5668886,145.6603225,140.4703748,109.8562995,109.4004516,101.65373,140.9229588,138.9322199,165.5809946,136.7982222,120.2488504,113.9587776,86.16628869,93.11821537,144.2374371,123.0937287,135.9375317,141.3193003,163.8607074,169.9518929,227.6438082,145.7903456,135.1140321,123.2305008,204.0117129,212.4951347,238.4974578,162.7863511,204.1461083,203.1420138,141.0509464,279.6885542,161.7340192,183.3034271,204.6826314,133.0394955,51.596297,211.065839,152.9623451,114.0777259,177.215409,154.8507465
