,U04.ctl.rep1,U04.ctl.rep2,U04.ctl.rep3,U04mrr1.ctl.rep1,U04mrr1.ctl.rep2,U04mrr1.ctl.rep3,U04.anc.ctl.rep1,U04.anc.ctl.rep2,U04.anc.ctl.rep3,U04.L1Q1.ctl.rep1,U04.L1Q1.ctl.rep2,U04.L1Q1.ctl.rep3,U04.Y813C.ctl.rep1,U04.Y813C.ctl.rep2,U04.Y813C.ctl.rep3,U04.Y8P1.ctl.rep1,U04.Y8P1.ctl.rep2,U04.Y8P1.ctl.rep3,U04.dia.rep1,U04.dia.rep2,U04.dia.rep3,U04mrr1.dia.rep1,U04mrr1.dia.rep2,U04mrr1.dia.rep3,U04.anc.dia.rep1,U04.anc.dia.rep2,U04.anc.dia.rep3,U04.L1Q1.dia.rep1,U04.L1Q1.dia.rep2,U04.L1Q1.dia.rep3,U04.Y813C.dia.rep1,U04.Y813C.dia.rep2,U04.Y813C.dia.rep3,U04.Y8P1.dia.rep1,U04.Y8P1.dia.rep2,U04.Y8P1.dia.rep3,U04.H2O2.rep1,U04.H2O2.rep2,U04.H2O2.rep3,U04mrr1.H2O2.rep1,U04mrr1.H2O2.rep2,U04mrr1.H2O2.rep3,U04.anc.H2O2.rep1,U04.anc.H2O2.rep2,U04.anc.H2O2.rep3,U04.L1Q1.H2O2.rep1,U04.L1Q1.H2O2.rep2,U04.L1Q1.H2O2.rep3,U04.Y813C.H2O2.rep1,U04.Y813C.H2O2.rep2,U04.Y813C.H2O2.rep3,U04.Y8P1.H2O2.rep1,U04.Y8P1.H2O2.rep2,U04.Y8P1.H2O2.rep3
CLUG_05526,14.44033895,12.73256043,17.01615125,20.09573792,11.13174131,14.8816073,15.87802157,14.86469577,19.68171953,13.51310466,13.55909083,16.55207637,14.69761738,14.47190603,11.21768743,11.90808743,16.13349357,14.60891927,13.01628314,12.44715541,16.42125567,14.2897506,14.82961694,15.55894749,19.60118628,14.61643945,16.88398094,17.58481838,13.53734756,15.63402237,13.76729231,16.03319744,14.80480711,13.56860642,17.51478193,13.43393301,15.0072582,14.12598237,11.97740537,58.79908333,20.08935462,14.56742073,18.27663104,13.41163896,12.67507988,17.46372193,20.49078049,16.22432872,13.36984338,12.02965922,15.49403065,14.04412609,12.12732379,15.03594891
CLUG_05527,73.24809614,75.85736709,64.51957348,91.71513471,67.75008074,79.21938324,75.51741965,73.60189165,77.80429752,71.14252157,75.13996167,75.84852578,73.34111073,61.88798839,64.31474126,69.100451,75.75059361,81.36356429,59.00715023,62.78491625,70.61139937,59.94724641,67.53923366,66.58108161,70.64320157,69.63337446,68.50072265,77.64725001,60.91806401,59.16404546,55.66774716,62.40613773,56.19459041,59.47091325,63.59533916,65.10290611,64.81395571,66.19031737,62.61871579,91.46524073,92.21970405,72.56981151,91.94122026,112.0430672,95.82360387,104.9136377,94.12248619,97.75158052,66.09598631,66.43652705,69.55830781,88.20696735,75.11116673,81.23317852
CLUG_05528,1.255681648,1.613986534,1.772515755,0.755478869,2.111192318,0.447567137,2.323612912,1.587491781,0.768817169,0.397444255,0.94160353,1.273236644,0.734880869,0.941262181,0.623204857,1.677195413,0.921913918,1.014508283,0.867752209,0.366092806,0.821062783,0.522795754,0.805957442,1.401706981,1.183964272,0.821148284,1.447198366,0.685122794,0.564056148,1.532747292,1.197155853,0.493329152,1.910297691,1.443468768,0.625527926,3.358483251,2.174964957,1.210798488,1.260779513,1.361089892,2.104599055,1.737398802,2.650809082,1.67645487,2.535015975,2.232205058,2.251734119,1.216824654,2.071384186,1.640408075,1.318640906,1.478329062,1.76041797,1.366904446
CLUG_05530,27.83427653,21.51982045,27.11949105,24.02422804,23.60696864,28.97997212,30.20696786,29.00780436,25.83225688,26.62876506,29.94299224,27.10175142,30.27709181,26.59065661,26.42388594,29.01548064,22.43323868,29.01493689,17.87569551,26.54172844,25.45294628,24.91993092,20.79370201,24.81021357,21.3113569,22.99215194,25.08477168,30.60215147,27.63875127,21.15191262,23.49418361,23.18647015,28.01769947,25.5493972,23.14453327,24.02607249,34.58194281,33.09515868,30.88909806,30.2161956,33.29093051,34.48068392,34.3210018,36.88200715,38.02523963,33.61438206,31.52427767,32.44865743,26.92799442,31.98795747,33.29568289,33.75518024,34.23034942,34.56315528
CLUG_05531,13.1846573,16.67786085,20.38393118,12.99423655,11.51559446,13.20323054,14.4580359,14.5760609,13.68494561,14.90415955,14.87733577,16.55207637,18.37202173,16.23677262,15.58012143,15.4301978,16.59445053,18.86985406,15.79309021,17.38940829,15.05281769,14.6382811,14.99080843,14.29741121,14.07601968,12.48145391,16.64278121,16.2145728,16.3576283,15.32747292,13.16871438,11.3465705,13.84965826,14.57903456,15.01267023,21.95931357,40.67184469,42.3779471,43.07663335,41.64935069,42.28330829,41.69757125,39.34358743,34.64673399,42.33476679,42.80581465,51.56471133,41.98045055,35.21353117,36.362379,37.58126583,38.92933196,38.53359335,36.71114798
CLUG_05532,57.55207553,50.03358255,53.70722737,53.94119125,50.47668905,50.12751934,61.57574217,64.2212584,62.735481,57.23197266,66.6655299,67.11776022,68.93182552,66.1236682,70.29750789,85.20152697,80.51381552,78.11713779,55.88324228,58.94094178,57.33755104,47.92294408,56.73940394,57.32981553,64.32872545,60.76497299,64.15912755,68.74065368,55.84155868,66.82778191,59.70814816,62.15947316,65.74607886,71.16301027,66.51446949,68.46138936,104.1808214,97.06567883,103.5940499,82.20982947,106.7605702,95.69058019,121.7977015,137.1898902,118.385246,105.0449439,111.2356655,106.066549,92.27075011,85.57462126,77.14049302,94.85944813,107.9723022,101.7367452
CLUG_05533,101.0823727,92.89389161,86.67602041,94.43485864,90.97319623,93.54153162,87.65184263,98.71312528,97.17849018,83.86073772,89.07569391,89.30845601,99.64984585,98.95018675,102.7041605,92.41346724,87.12086527,91.50864712,88.68427579,79.62518533,89.49584339,81.73040281,86.72102079,91.25112448,78.14164196,79.81561318,83.69630549,85.41197501,78.68583268,83.0749032,84.84842107,88.30591822,91.37590622,77.08123222,82.98670488,82.92870182,153.5525259,153.1660088,160.1189981,131.4812835,149.6178601,158.9051674,139.6557837,136.3516628,157.4244921,145.0933288,126.3222841,145.6133502,141.9839706,133.1464554,148.347102,134.0351683,139.0730196,132.7850033
CLUG_05534,21.55586829,27.97576659,24.99247214,33.08997447,39.15302116,36.02915453,37.82325463,39.25434222,39.36343906,34.18020589,38.98238613,38.56088121,27.19059216,23.41389675,23.93106651,24.65477257,33.34255337,33.07297002,23.77641053,20.50119714,23.67397692,36.4214375,28.36970197,33.50079685,38.28151147,40.40049556,40.03915479,42.7059875,55.27750253,34.33353933,29.62960736,22.44647642,27.38093357,37.53018797,33.56999871,38.75172982,16.96472666,18.36377708,19.96234228,35.11611921,17.79342837,29.53577964,30.97261138,38.55846202,27.63167413,28.49344104,32.87531814,49.48420258,28.99937861,22.69231171,26.70247835,28.33464035,22.29862762,28.11917718
CLUG_05535,0.627840824,0.179331837,0.886257877,1.510957738,0.191926574,0.447567137,0.774537637,0.144317435,0.768817169,0,0.188320706,0.727563796,0.587904695,0,0.498563886,0.670878165,0.307304639,1.21740994,0,0.183046403,0.273687594,0.174265251,0,0.420512094,0.263103172,0.164229657,0.241199728,0,0,0.613098917,0.149644482,0.739993728,0.636765897,0.43304063,0.417018617,0.258344865,0,0.605399244,0.210129919,4.627705632,0.191327187,0.534584247,0.279032535,0.279409145,1.267507988,0.52522472,4.503468239,0.202804109,0.188307653,0,0,0.246388177,0,0.390544127
CLUG_05536,63.6212035,73.88471688,66.46934081,62.25145881,63.91154925,65.79236913,65.44843036,70.57122553,66.73333028,64.98213562,68.73705767,71.66503395,70.25461108,63.88817052,69.05109817,63.90114522,58.08057685,68.37785827,67.51112188,57.11047775,68.9692738,61.68989893,64.96016985,63.77766765,61.69769374,58.95844677,55.23473763,59.14893456,59.50792364,55.1789025,52.0762796,64.62611892,57.30893073,53.26399754,56.71453198,62.26111258,112.4456883,103.1196713,100.4421012,85.74866318,114.9876393,114.801967,102.1259078,108.9695666,132.8348371,111.3476406,112.586706,111.745064,92.83567307,94.32346433,88.0192805,95.84500083,102.8866503,100.955657
CLUG_05537,34.11268477,36.04569926,38.46359188,29.16148435,30.70825189,31.32969959,30.07787825,32.47142279,32.75161141,30.40448548,31.07291648,30.19389755,38.94868606,33.53246519,36.76908657,30.86039559,31.49872554,35.30488825,34.36298749,33.31444536,32.43197994,33.80745873,31.59353174,30.55721219,31.17772583,32.84593135,30.87356514,31.0589,32.15120045,31.88114366,27.83387358,33.29971776,35.02212433,34.06586293,32.11043355,33.84317738,30.88450239,36.5257544,35.30182635,29.67175964,29.27305958,29.00119539,33.06535539,29.33796023,30.6736933,30.0691152,36.02774591,31.84024511,30.88245514,30.34754939,35.60330447,26.60992311,31.10071747,30.26716988
CLUG_05538,567.5681049,528.3115921,516.6883425,568.4223011,519.7371633,521.5276063,577.2887191,564.1368519,540.3247065,562.1848981,549.3314992,546.2185202,554.5411038,558.286131,556.3972965,580.980491,546.5413012,538.2980949,499.4781717,519.1195991,527.1223069,491.0794779,510.9770184,523.1170454,522.5228988,499.7508455,490.1178466,505.1638736,552.7750253,547.803882,550.0931144,558.2019355,534.724162,486.7376686,502.2989247,499.1222801,540.6962883,554.1421082,542.9757101,473.3870644,538.7773581,513.6018152,594.0602669,602.6855259,551.6194762,536.2544387,548.9727783,540.8785586,523.8718915,634.5645238,527.7860228,572.8525114,556.8788846,553.2057566
CLUG_05539,105.0586979,102.398479,96.24760549,90.65746429,88.09429762,102.2690908,95.78448783,104.6301401,105.3279522,111.8805577,106.966161,107.31566,111.8488683,106.4802842,105.0723389,117.739118,112.3198457,120.7264857,116.6258969,107.4482386,110.022413,96.71721442,109.4490207,113.9587776,117.3440145,120.7087977,116.9818679,141.5920441,140.1679528,151.7419819,102.3568254,107.5457551,118.1200739,149.3990175,143.6629137,171.5409907,339.2945333,320.8615994,290.8198076,256.9737716,309.5673883,309.7915711,298.4252961,407.0991243,311.0464602,295.8328233,317.044164,315.1575853,227.4756452,273.4013459,210.982545,241.7068016,330.9585784,249.5576975
CLUG_05540,59.64487828,49.67491887,52.64371792,45.32873214,41.26421348,40.95239303,44.79409336,48.20202316,46.12903015,44.71247864,45.38529013,49.47433816,65.110445,62.12330393,55.71451423,78.32502577,65.91684515,70.20397318,56.75099449,56.74438495,58.70598901,42.8692518,47.22910612,51.30247551,50.25270577,39.90780659,47.51634635,51.84095809,49.0728849,50.88721008,58.81028127,70.54606874,64.3133556,49.07793812,55.25496681,58.64428447,116.7956182,106.1466675,109.6878176,89.83193286,95.8549206,88.34004679,135.8888445,114.2783403,130.8068243,125.9226265,136.680261,155.5507516,139.5359711,172.2428479,119.6666623,160.152315,159.8068313,146.2587757
CLUG_05541,55.87783334,67.96676626,50.33944744,61.79817149,66.21466814,60.98102241,60.41393572,60.18037023,54.89354588,58.82174968,61.39255014,55.84052137,58.20256483,64.35880161,57.95805172,61.21763256,61.30727556,61.6821036,53.62708653,56.92743135,59.1165204,56.28767614,65.28255283,63.35715555,62.35545167,63.88533647,66.57112483,60.74755442,61.48212016,59.77714437,59.25921472,55.00620045,56.99054778,58.17179136,54.00391096,59.67766393,60.4640258,52.871534,54.21351904,56.07690354,66.7731882,70.56512058,61.38715769,92.20501787,60.07987861,60.66345512,62.59820852,61.0440368,62.51814089,69.7173432,55.71257829,66.77119595,64.35305691,59.36270738
CLUG_05542,313.5018515,265.2317871,304.8727098,327.2734461,303.6278406,298.9748475,403.1468403,408.41834,413.0085833,392.8736457,376.0764498,388.8828492,414.7667625,399.6834535,394.8625975,544.5853505,468.3322704,500.9641901,274.0361477,269.4443053,306.6669496,269.4140784,313.1950621,306.4131461,358.6096229,319.4266824,340.8152152,329.7724383,326.8705379,342.7222944,317.246301,363.5835851,345.2863076,324.4917791,331.5298009,374.0833652,354.084295,323.2831964,337.6787794,528.919532,341.5190285,383.4305511,478.5407974,592.9062058,539.7049011,438.0374162,441.3398874,496.8700669,478.6780547,482.0065728,462.8429581,489.3269194,550.8152227,543.2468813
CLUG_05543,0.627840824,0.358663674,1.418012604,1.510957738,0.191926574,0.223783568,0.645448031,0.865904608,1.230107471,0,0.376641412,0.181890949,0.734880869,0.235315545,0.623204857,1.509475871,0.921913918,0,0.173550442,0.183046403,0.136843797,0.174265251,0.322382977,0,0.657757929,0.821148284,0.723599183,0.456748529,0,0.919648375,0.448933445,0,0.159191474,0.721734384,1.042546544,1.291724327,0.434992991,0.403599496,0,7.622103394,0.765308747,0.668230309,0.837097605,0.838227435,2.535015975,1.181755619,9.457283301,2.02804109,0.188307653,0.546802692,0.329660227,0.246388177,0.58680599,1.171632382
CLUG_05544,59.85415856,52.7235601,52.99822107,64.36679965,55.27485341,58.29561959,56.15397871,60.75763997,59.35268546,57.23197266,51.22323202,55.65863043,58.349541,62.00564616,53.59561772,64.40430385,66.53145443,55.59505391,58.66004935,59.8561738,52.68486193,63.95534719,68.34519111,60.83408299,77.08922927,79.65138352,79.11351067,81.98636103,84.60842224,87.36659562,61.20459298,46.37294029,65.74607886,100.75412,91.95260515,93.00415158,104.6158144,81.72889797,93.92807368,102.6261778,111.9264043,127.2310508,128.3549661,137.7487085,110.7801981,107.0145366,106.5070238,103.8357038,97.5433644,100.8850966,102.5243305,110.1355151,101.3218343,117.3585103
CLUG_05545,64.03976405,60.97282461,69.48261759,73.43254607,62.56806323,64.22588415,61.70483178,59.6031005,59.04515859,65.37957988,59.13270167,66.75397832,60.11325509,57.88762412,54.71738646,65.07518201,60.99997092,64.31982514,66.29626879,67.17802992,74.44302569,70.05463098,64.63778687,68.54347138,61.30303898,66.51301098,61.98833001,68.28390515,71.9171589,62.22954004,64.94570502,65.8594418,64.47254707,51.96487565,65.88894156,59.1609742,81.77868237,79.91270024,74.80625108,88.74306095,111.5437499,88.07275467,93.0573504,86.05801668,99.37262623,88.36905908,88.26797748,95.92634354,73.25167713,79.55979165,80.43709529,85.74308558,87.23849052,84.5528036
CLUG_05546,8.789771536,7.531937158,9.748836652,8.461363334,9.020548993,8.951342739,13.55440865,15.0090132,12.30107471,10.73099487,12.6174873,12.91425739,9.406475124,14.5895638,9.721995772,14.59160009,15.05792733,15.4205259,9.545274302,6.406624107,9.031690617,9.584588816,9.026723354,9.111095378,13.41826175,12.1529946,12.30118611,14.84432721,14.94748793,14.714374,12.57013645,13.07322253,11.46178615,9.815587623,13.76161438,11.10882922,10.43983179,10.0899874,9.035586507,24.49961805,16.64546525,16.70575771,16.88146836,14.80868469,19.77312461,15.23151687,21.16630072,16.62993693,14.68799696,12.02965922,12.85674884,11.82663249,18.38658769,16.40285335
CLUG_05547,48.55302372,50.21291439,46.43991278,43.06229554,37.80953514,46.43509046,41.30867399,42.86227808,42.89999804,47.69331055,40.11231037,44.19950063,50.26585144,43.65103363,42.37793029,42.76848302,48.09317607,46.46447936,67.51112188,60.58835941,57.61123863,50.7111881,57.54536138,65.17937463,51.69977322,54.19578673,47.03394689,49.78558971,49.91896912,47.8217155,46.09050033,43.65962996,51.41884618,54.1300788,61.92726469,59.1609742,29.14453042,27.04116624,24.58520049,22.86631018,19.70670024,22.98712261,16.18388703,13.41163896,13.43558467,15.88804777,15.98731225,17.23834926,25.7981485,26.7933319,28.02111926,20.69660686,20.14700566,23.23737558
CLUG_05548,33.27556367,33.17638986,32.08253516,33.08997447,27.82935328,35.35780382,29.81969904,33.62596227,35.05806291,40.73803609,35.0276513,38.19709931,41.44728102,37.06219837,37.01836852,49.14182559,45.63473895,49.1022009,43.56116091,44.66332235,36.53729386,34.50451974,40.13668063,42.89223363,34.59806706,33.01016101,27.73796868,33.11426838,34.12539697,34.64008879,35.91467559,35.27303437,42.18574068,39.26235049,45.24652,40.81848875,66.55392768,59.73272543,67.03144408,64.78787885,65.2425707,70.69876665,70.45571507,43.30841748,73.00846009,69.32966299,73.18135888,74.42910799,60.82337201,57.14088129,57.36087943,62.58259695,71.19912679,67.95467818
CLUG_05549,3.348484395,3.586636742,3.54503151,2.870819703,2.686972041,1.678376764,2.581792125,3.174983562,1.845161206,2.583387655,2.448169177,3.274037084,2.204642607,3.412075405,3.739229143,4.025268991,3.226698714,3.043524849,3.818109721,4.576160076,3.147407336,3.311039773,2.417872327,2.24273117,2.104825373,2.956133821,2.894396732,2.740491177,1.974196519,3.6785935,3.292178595,3.453304064,1.432723268,3.897365674,3.544658249,1.550069193,14.35476871,11.70438539,10.92675578,18.78304051,12.43626714,12.69637586,11.998399,12.85282067,14.70309266,13.52453653,14.18592495,11.15422599,9.603690318,11.48285653,9.889806798,7.638033486,11.5405178,10.73996351
CLUG_05551,41.43749438,43.21897274,43.42663599,48.95503072,44.33503867,44.53293013,45.95589982,43.72818269,47.97419135,48.0907548,51.97651484,51.29324765,40.85937632,45.65121577,46.86500526,52.99937504,48.24682839,58.23277544,43.56116091,36.79232701,39.00048221,41.82366029,42.07097849,46.11615968,36.43978926,39.74357693,34.97396051,34.9412625,32.15120045,34.33353933,36.21396455,34.28637607,42.0265492,40.70581926,44.20397345,38.49338496,35.0169358,31.0771612,32.99039724,47.91036419,34.05623925,34.61432998,34.60003433,27.38209622,41.3207604,39.65446633,37.8291332,38.32997659,39.16799188,41.28360323,41.53718855,47.0601418,48.70489717,46.8652953
CLUG_05552,43.11173658,44.11563192,45.02190017,47.59516875,41.64806663,47.77779187,46.98861667,45.4599919,50.4344063,52.66136373,47.4568179,54.20350283,49.53097058,48.59266008,46.61572332,63.06254752,62.99745108,64.5227268,36.09849191,31.30093492,36.81098145,36.4214375,37.55761681,45.1349648,34.72961865,35.47360586,38.59195642,41.56411618,33.8433689,36.17283608,31.42534114,34.77970522,40.43463446,43.5927568,45.03801069,39.78510929,57.41907486,52.26613475,53.16286945,53.35472376,58.92877354,61.34354233,58.87586487,64.54351251,65.65691376,58.56255624,65.9758097,64.49170665,55.36245007,58.50788802,51.42699535,60.11871518,76.28477871,66.00195754
CLUG_05553,556.0576898,1715.847017,2327.135935,2706.729692,1427.166007,1885.600348,1850.628595,2077.882424,2032.137541,1891.63593,2131.037108,2037.724303,1947.875232,2084.189784,2040.248061,2005.925714,1742.263653,1831.593254,2177.190293,2129.561853,2106.436571,2011.195264,2010.057861,1996.731595,2113.244674,1754.958112,2008.952532,1652.287805,1951.352245,1986.13394,2050.727976,2167.194965,1573.28934,1410.702027,1513.986091,1743.311152,1606.211621,1721.755451,1511.044246,1432.138784,1046.368385,1618.453807,1492.545029,3338.101056,1699.981713,1674.022488,1422.19527,1804.95657,2356.481973,1858.308948,1787.747409,2054.877396,1660.856554,1588.733511
CLUG_05554,43.53029713,37.30102211,29.06925838,33.84545333,43.95118552,39.60969162,44.66500376,45.89294421,52.58709437,53.25753011,44.63200731,46.38219202,48.94306588,41.88616704,49.60710663,52.32849688,55.46848741,62.89951354,37.48689544,32.03312054,35.85307487,39.90674253,41.58740402,43.87342851,41.30719794,39.90780659,50.16954335,42.93436177,39.76595845,42.91692416,39.65578763,37.49301556,47.12067638,56.43962883,55.88049474,55.54414608,82.43117186,81.32529848,72.91508181,67.51005863,81.3140544,91.94849046,96.96380589,159.822031,84.66953357,82.9855057,92.09592548,85.38052987,55.36245007,82.8406078,71.53626917,85.25030923,114.4271681,99.39348044
CLUG_05555,141.2641854,136.8301917,142.6875183,126.0138754,124.5603467,133.5987904,116.4388248,109.9698852,117.6290269,121.2204976,119.3953276,127.1417734,140.362246,127.776341,132.8672755,120.4226306,115.5465444,110.7843045,150.815334,148.9997721,152.4439901,128.4334901,138.9470631,134.9843823,120.7643558,132.8617923,123.97666,132.9138221,134.2453633,139.4800035,146.2026585,139.61215,138.974157,132.5104329,137.4076345,125.0389149,142.8951977,150.1390126,151.0834116,132.8423734,130.6764686,132.3096011,120.8210876,118.4694775,115.3432269,113.3172333,118.4412147,122.0880736,109.4067466,130.412442,115.3810793,106.1933043,112.4711481,118.7254148
CLUG_05556,295.5037478,274.3777107,257.7237908,296.1477167,276.1823405,295.3943104,287.2243739,300.4688989,287.076331,307.2244088,285.4941902,283.5679897,268.9663981,265.2006194,258.0068109,287.9744524,293.3222783,295.0190087,261.8876168,254.4345003,259.0453082,264.1861208,280.1508069,271.2303009,289.5450403,279.6831054,278.3444857,277.2463574,256.0814913,270.9897212,248.260195,247.6512343,256.6166565,264.7321721,266.6834059,254.9863822,263.1707598,266.3756675,264.9738276,251.257194,309.9500426,293.8876897,283.0785067,254.262322,268.7116934,282.1769806,256.4725162,284.9397731,245.7414875,261.645088,243.6189074,283.1000153,271.1043674,249.9482416
CLUG_05557,50.64582647,37.65968579,40.41335921,50.91927578,51.05246877,61.20480598,65.57751997,60.32468767,66.73333028,62.99491435,65.91224708,65.66263263,59.81930274,65.30006379,54.34346354,58.5341199,65.14858355,75.47941625,26.90031849,33.68053816,35.16885589,43.04351705,41.74859551,41.07001455,47.49012247,40.72895487,53.54633954,40.19387059,35.53553734,41.07762741,43.99547759,45.13961741,45.84714458,38.10757548,36.28061972,35.65159144,31.75448837,32.28795969,31.93974765,36.20499112,29.84704114,41.16298701,44.22665679,43.02900834,37.26473484,31.51348318,37.15361297,38.73558481,38.22645362,41.28360323,33.95500334,36.46545019,42.05442929,38.85914068
CLUG_05558,340.7082872,304.8641231,267.4726274,294.0323758,300.5570154,325.2694168,304.7805603,325.8687674,328.1311678,316.3656266,319.9568794,313.0343234,296.8918711,313.3226484,291.6598731,317.6608112,309.1484672,312.6714528,322.2831705,298.5486834,307.8985438,348.7047677,370.0956575,351.968623,363.34548,343.5684419,357.9403958,373.3919228,373.1231421,388.0916142,292.8542505,285.3909145,330.1631176,400.4182363,393.2485563,380.283642,523.7315616,498.4453778,523.2234977,432.8265856,579.7213761,580.6921381,487.0512897,501.8188245,520.6922813,524.9621073,505.9646566,511.0663546,387.1605352,469.4301109,407.1303798,458.2820091,526.3649731,473.1442104
CLUG_05559,129.1259295,121.2283219,104.0466748,120.272236,129.3585111,137.1793275,136.705893,132.3390875,134.8505315,141.2914325,138.6040396,130.0520286,119.4916293,125.7761589,120.5278194,115.894203,125.8412498,120.7264857,126.6918226,112.3904915,109.2013502,122.6827368,123.7950631,124.3314092,118.791082,123.6649315,128.0770554,114.6438809,117.887735,119.5542887,117.1716291,113.2190404,124.4877329,122.6948453,115.0971384,121.4220868,133.1078554,122.2906473,133.8527582,128.4868858,144.0693717,153.4256788,150.2590201,163.733759,140.6933866,137.8714889,133.5278333,140.9488557,124.6596665,140.2548904,125.2708861,114.3241141,135.3565817,136.4951726
CLUG_05560,59.85415856,51.64756908,54.41623367,58.77625601,56.23448628,62.21183204,63.77026548,65.66443275,57.81505112,62.79619222,72.31515108,60.56968605,65.6983497,62.35861948,57.08556492,70.44220733,59.61710004,63.50821851,56.75099449,56.01219934,56.79017585,60.29577692,53.83795715,57.46998623,57.09338823,56.98769089,55.71713709,53.89632647,58.94386749,62.84263895,58.06205886,61.41947943,60.49276021,55.71789445,56.71453198,63.29449205,55.02661341,56.90752896,54.21351904,48.45480015,54.71957543,58.53697503,61.52667396,63.14646678,53.23533548,56.199045,51.33953792,56.17673818,50.84306639,52.49305841,55.38291807,53.95901075,49.87850915,56.62889848
CLUG_05561,3.767044944,3.048641231,5.672050416,3.475202798,4.222384635,5.594589212,3.872688187,4.040888169,1.99892464,3.775720419,3.954734825,4.365382778,2.645571129,3.294417633,2.368178457,3.689829908,2.612089435,1.623213253,2.603256628,4.393113673,2.736875945,1.916917763,2.417872327,2.102560472,5.656718189,5.255349016,3.617995915,3.8823625,3.38433689,3.985142958,3.441823077,2.959974912,3.502212433,4.474753181,5.212732718,3.875172982,3.044950939,4.23779471,3.992468456,7.894321373,2.295926242,3.207505481,3.627422954,2.23527316,2.535015975,3.413960678,3.377601179,2.433649307,3.954460719,3.554217497,2.637281813,1.724717239,3.129631947,4.100713339
CLUG_05563,30.13635955,22.05781596,17.72515755,19.0380675,21.30384975,21.14754722,20.654337,18.90558393,19.06666579,23.25048889,20.52695695,22.37258674,18.95992642,22.11966125,23.30786166,18.95230816,17.9773214,18.26114909,25.85901584,19.40291872,24.6318835,22.82874791,27.56374453,24.24953078,18.28567043,18.2294919,19.05477848,21.23880662,14.94748793,17.77986858,19.45378261,23.6797993,22.44599787,21.07464401,20.64242156,13.95062274,39.36686572,30.47176196,40.97533416,33.75502932,39.79605486,39.82652639,30.69357884,30.17618767,31.1806965,35.71528093,26.57046261,30.21781223,25.42153319,27.34013459,27.69145903,25.13159405,34.23034942,24.99482416
CLUG_05564,17.78882335,13.80855146,10.8123461,13.59861964,16.50568539,14.65782374,13.55440865,14.72037833,14.76128965,12.91693827,15.44229789,15.09694878,16.31435529,16.35443039,13.9597888,14.92703917,15.05792733,14.0002143,10.76012739,13.54543383,12.58962934,13.24415909,14.34604247,13.73672842,11.18188479,11.33184632,10.61278802,13.70245588,9.306926446,14.10127508,13.91693679,10.60657677,12.41693499,13.56860642,15.84670746,15.24234706,25.44708999,19.97817506,25.00546033,18.51082253,22.00262648,21.51701594,18.41614731,26.82327793,19.26612141,20.22115171,22.96768802,19.06358624,18.26584237,21.32530498,17.80165224,17.00078421,22.10302563,19.52720637
CLUG_05565,35.15908614,36.58369477,34.91856037,38.22723078,37.23375542,36.25293809,34.46692486,33.48164483,34.75053605,34.37892802,34.65100989,32.74037084,34.09847233,33.88543851,34.27626714,30.86039559,31.1914209,31.85556009,43.90826179,40.81934788,33.25304273,39.55821202,34.49497853,37.98625919,33.41410279,32.68170169,30.87356514,32.65751986,31.30511623,35.25318771,30.67711873,31.32640116,29.45042274,30.02415038,34.19552663,28.93462494,41.54183067,39.14915113,39.71455465,48.45480015,35.01287519,39.42558821,33.62342046,22.91154989,34.98322046,35.19005621,39.40534709,31.43463689,41.05106842,41.83040592,39.22956696,33.75518024,35.01275741,38.07805243
CLUG_05566,22.39298939,14.16721513,15.42088707,16.46943935,17.46531826,16.11241693,15.87802157,18.03967933,16.60645085,17.68626933,17.89046706,20.7355682,20.42968816,18.00163921,16.45260823,17.44283229,17.67001677,15.21762424,13.88403535,11.7149698,14.6422863,12.02430233,17.56987224,17.66150796,11.31343638,12.64568357,12.30118611,14.15920441,13.25531948,14.714374,14.36587023,10.60657677,17.03348774,15.87815645,13.55310507,13.95062274,25.88208299,20.78537405,24.16494066,26.94957986,20.85466336,24.99181354,24.41534681,22.07332246,28.89918212,21.5342135,23.19286143,20.07760679,16.00615053,18.59129152,19.44995337,15.27606697,23.08103561,19.13666225
CLUG_05567,22.60226966,23.31313882,27.11949105,24.62861113,23.03118892,22.0426815,20.26706818,21.07034545,19.5279561,22.25687826,19.58535342,21.0993501,21.60549755,20.00182134,21.06432417,19.95862541,18.745583,21.91337891,27.42096981,21.78252196,19.9791944,19.34344288,22.88919136,22.00679961,19.99584104,18.39372156,19.77837767,17.81319265,17.4857406,22.99120937,18.7055602,22.19981184,20.85408313,22.80680654,20.85093087,22.4760033,21.09716008,20.17997481,13.4483148,20.96078433,14.15821182,16.43846559,14.23065928,12.29400238,15.21009585,13.13061799,22.51734119,13.38507119,18.07753472,16.6774821,22.41689541,15.02967879,17.4085777,17.96502986
CLUG_05568,60.69127965,58.82084257,55.47974313,86.12459108,69.09356676,92.87018092,93.2026957,101.4551565,105.9430059,87.63645813,104.7063125,100.7675858,76.42761038,77.18349882,71.29463566,97.9482121,99.25939853,96.37828688,54.3212883,48.141204,48.16901662,75.10832327,72.6973613,77.09388397,75.24750707,78.00908695,80.31950931,78.78912133,79.24988883,71.11947433,63.14997124,66.35277095,68.45233393,73.90560093,61.92726469,67.94469963,69.81637511,76.88570402,79.84936913,72.13776427,80.35741846,88.07275467,89.01137865,98.6314282,70.72694571,86.00554784,71.83031841,75.84873675,128.2375119,146.8165227,130.5454497,128.6146284,112.4711481,129.2701062
